"id","name","set_id","number","rarity","supertype","types","hp","evolvesFrom","artist","images_small","images_large"
"gym1-104","The Rocket's Training Gym","gym1","104","Rare","Trainer","","","","Keiji Kinebuchi","https://images.pokemontcg.io/gym1/104.png","https://images.pokemontcg.io/gym1/104_hires.png"
"gym1-105","Blaine's Last Resort","gym1","105","Uncommon","Trainer","","","","Ken Sugimori","https://images.pokemontcg.io/gym1/105.png","https://images.pokemontcg.io/gym1/105_hires.png"
"gym1-106","Brock's Training Method","gym1","106","Uncommon","Trainer","","","","Ken Sugimori","https://images.pokemontcg.io/gym1/106.png","https://images.pokemontcg.io/gym1/106_hires.png"
"gym1-107","Celadon City Gym","gym1","107","Uncommon","Trainer","","","","Keiji Kinebuchi","https://images.pokemontcg.io/gym1/107.png","https://images.pokemontcg.io/gym1/107_hires.png"
"gym1-108","Cerulean City Gym","gym1","108","Uncommon","Trainer","","","","Keiji Kinebuchi","https://images.pokemontcg.io/gym1/108.png","https://images.pokemontcg.io/gym1/108_hires.png"
"gym1-109","Erika's Maids","gym1","109","Uncommon","Trainer","","","","Ken Sugimori","https://images.pokemontcg.io/gym1/109.png","https://images.pokemontcg.io/gym1/109_hires.png"
"gym1-110","Erika's Perfume","gym1","110","Uncommon","Trainer","","","","Ken Sugimori","https://images.pokemontcg.io/gym1/110.png","https://images.pokemontcg.io/gym1/110_hires.png"
"gym1-111","Good Manners","gym1","111","Uncommon","Trainer","","","","Ken Sugimori","https://images.pokemontcg.io/gym1/111.png","https://images.pokemontcg.io/gym1/111_hires.png"
"gym1-112","Lt. Surge's Treaty","gym1","112","Uncommon","Trainer","","","","Ken Sugimori","https://images.pokemontcg.io/gym1/112.png","https://images.pokemontcg.io/gym1/112_hires.png"
"gym1-113","Minion of Team Rocket","gym1","113","Uncommon","Trainer","","","","Ken Sugimori","https://images.pokemontcg.io/gym1/113.png","https://images.pokemontcg.io/gym1/113_hires.png"
"gym1-114","Misty's Wrath","gym1","114","Uncommon","Trainer","","","","Ken Sugimori","https://images.pokemontcg.io/gym1/114.png","https://images.pokemontcg.io/gym1/114_hires.png"
"gym1-115","Pewter City Gym","gym1","115","Uncommon","Trainer","","","","Keiji Kinebuchi","https://images.pokemontcg.io/gym1/115.png","https://images.pokemontcg.io/gym1/115_hires.png"
"gym1-116","Recall","gym1","116","Uncommon","Trainer","","","","Sumiyoshi Kizuki","https://images.pokemontcg.io/gym1/116.png","https://images.pokemontcg.io/gym1/116_hires.png"
"gym1-117","Sabrina's ESP","gym1","117","Uncommon","Trainer","","","","Ken Sugimori","https://images.pokemontcg.io/gym1/117.png","https://images.pokemontcg.io/gym1/117_hires.png"
"gym1-118","Secret Mission","gym1","118","Uncommon","Trainer","","","","Ken Sugimori","https://images.pokemontcg.io/gym1/118.png","https://images.pokemontcg.io/gym1/118_hires.png"
"gym1-119","Tickling Machine","gym1","119","Uncommon","Trainer","","","","Sumiyoshi Kizuki","https://images.pokemontcg.io/gym1/119.png","https://images.pokemontcg.io/gym1/119_hires.png"
"gym1-120","Vermilion City Gym","gym1","120","Uncommon","Trainer","","","","Keiji Kinebuchi","https://images.pokemontcg.io/gym1/120.png","https://images.pokemontcg.io/gym1/120_hires.png"
"gym1-121","Blaine's Gamble","gym1","121","Common","Trainer","","","","Ken Sugimori","https://images.pokemontcg.io/gym1/121.png","https://images.pokemontcg.io/gym1/121_hires.png"
"gym1-122","Energy Flow","gym1","122","Common","Trainer","","","","Keiji Kinebuchi","https://images.pokemontcg.io/gym1/122.png","https://images.pokemontcg.io/gym1/122_hires.png"
"gym1-123","Misty's Duel","gym1","123","Common","Trainer","","","","Ken Sugimori","https://images.pokemontcg.io/gym1/123.png","https://images.pokemontcg.io/gym1/123_hires.png"
"gym1-124","Narrow Gym","gym1","124","Common","Trainer","","","","Keiji Kinebuchi","https://images.pokemontcg.io/gym1/124.png","https://images.pokemontcg.io/gym1/124_hires.png"
"gym1-125","Sabrina's Gaze","gym1","125","Common","Trainer","","","","Ken Sugimori","https://images.pokemontcg.io/gym1/125.png","https://images.pokemontcg.io/gym1/125_hires.png"
"gym1-126","Trash Exchange","gym1","126","Common","Trainer","","","","Keiji Kinebuchi","https://images.pokemontcg.io/gym1/126.png","https://images.pokemontcg.io/gym1/126_hires.png"
"gym1-127","Fighting Energy","gym1","127",,"Energy","","","","Keiji Kinebuchi","https://images.pokemontcg.io/gym1/127.png","https://images.pokemontcg.io/gym1/127_hires.png"
"gym1-128","Fire Energy","gym1","128",,"Energy","","","","Keiji Kinebuchi","https://images.pokemontcg.io/gym1/128.png","https://images.pokemontcg.io/gym1/128_hires.png"
"gym1-129","Grass Energy","gym1","129",,"Energy","","","","Keiji Kinebuchi","https://images.pokemontcg.io/gym1/129.png","https://images.pokemontcg.io/gym1/129_hires.png"
"gym1-130","Lightning Energy","gym1","130",,"Energy","","","","Keiji Kinebuchi","https://images.pokemontcg.io/gym1/130.png","https://images.pokemontcg.io/gym1/130_hires.png"
"gym1-131","Psychic Energy","gym1","131",,"Energy","","","","Keiji Kinebuchi","https://images.pokemontcg.io/gym1/131.png","https://images.pokemontcg.io/gym1/131_hires.png"
"gym1-132","Water Energy","gym1","132",,"Energy","","","","Keiji Kinebuchi","https://images.pokemontcg.io/gym1/132.png","https://images.pokemontcg.io/gym1/132_hires.png"
"gym2-1","Blaine's Arcanine","gym2","1","Rare Holo","Pokémon","Fire","90","Blaine's Growlithe","Ken Sugimori","https://images.pokemontcg.io/gym2/1.png","https://images.pokemontcg.io/gym2/1_hires.png"
"gym2-2","Blaine's Charizard","gym2","2","Rare Holo","Pokémon","Fire","100","Blaine's Charmeleon","Ken Sugimori","https://images.pokemontcg.io/gym2/2.png","https://images.pokemontcg.io/gym2/2_hires.png"
"gym2-3","Brock's Ninetales","gym2","3","Rare Holo","Pokémon","Fire","70","Brock's Vulpix","Ken Sugimori","https://images.pokemontcg.io/gym2/3.png","https://images.pokemontcg.io/gym2/3_hires.png"
"gym2-4","Erika's Venusaur","gym2","4","Rare Holo","Pokémon","Grass","90","Erika's Ivysaur","Ken Sugimori","https://images.pokemontcg.io/gym2/4.png","https://images.pokemontcg.io/gym2/4_hires.png"
"gym2-5","Giovanni's Gyarados","gym2","5","Rare Holo","Pokémon","Water","90","Giovanni's Magikarp","Ken Sugimori","https://images.pokemontcg.io/gym2/5.png","https://images.pokemontcg.io/gym2/5_hires.png"
"gym2-6","Giovanni's Machamp","gym2","6","Rare Holo","Pokémon","Fighting","100","Giovanni's Machoke","Ken Sugimori","https://images.pokemontcg.io/gym2/6.png","https://images.pokemontcg.io/gym2/6_hires.png"
"gym2-7","Giovanni's Nidoking","gym2","7","Rare Holo","Pokémon","Grass","120","Giovanni's Nidorino","Ken Sugimori","https://images.pokemontcg.io/gym2/7.png","https://images.pokemontcg.io/gym2/7_hires.png"
"gym2-8","Giovanni's Persian","gym2","8","Rare Holo","Pokémon","Colorless","60","Giovanni's Meowth","Ken Sugimori","https://images.pokemontcg.io/gym2/8.png","https://images.pokemontcg.io/gym2/8_hires.png"
"gym2-9","Koga's Beedrill","gym2","9","Rare Holo","Pokémon","Grass","80","Koga's Kakuna","Ken Sugimori","https://images.pokemontcg.io/gym2/9.png","https://images.pokemontcg.io/gym2/9_hires.png"
"gym2-10","Koga's Ditto","gym2","10","Rare Holo","Pokémon","Colorless","40","","Ken Sugimori","https://images.pokemontcg.io/gym2/10.png","https://images.pokemontcg.io/gym2/10_hires.png"
"gym2-11","Lt. Surge's Raichu","gym2","11","Rare Holo","Pokémon","Lightning","80","Lt. Surge's Pikachu","Ken Sugimori","https://images.pokemontcg.io/gym2/11.png","https://images.pokemontcg.io/gym2/11_hires.png"
"gym2-12","Misty's Golduck","gym2","12","Rare Holo","Pokémon","Water","70","Misty's Psyduck","Ken Sugimori","https://images.pokemontcg.io/gym2/12.png","https://images.pokemontcg.io/gym2/12_hires.png"
"gym2-13","Misty's Gyarados","gym2","13","Rare Holo","Pokémon","Water","100","Misty's Magikarp","Ken Sugimori","https://images.pokemontcg.io/gym2/13.png","https://images.pokemontcg.io/gym2/13_hires.png"
"gym2-14","Rocket's Mewtwo","gym2","14","Rare Holo","Pokémon","Psychic","70","","Shin-ichi Yoshida","https://images.pokemontcg.io/gym2/14.png","https://images.pokemontcg.io/gym2/14_hires.png"
"gym2-15","Rocket's Zapdos","gym2","15","Rare Holo","Pokémon","Lightning","70","","Shin-ichi Yoshida","https://images.pokemontcg.io/gym2/15.png","https://images.pokemontcg.io/gym2/15_hires.png"
"gym2-16","Sabrina's Alakazam","gym2","16","Rare Holo","Pokémon","Psychic","80","Sabrina's Kadabra","Ken Sugimori","https://images.pokemontcg.io/gym2/16.png","https://images.pokemontcg.io/gym2/16_hires.png"
"gym2-17","Blaine","gym2","17","Rare Holo","Trainer","","","","Ken Sugimori","https://images.pokemontcg.io/gym2/17.png","https://images.pokemontcg.io/gym2/17_hires.png"
"gym2-18","Giovanni","gym2","18","Rare Holo","Trainer","","","","Ken Sugimori","https://images.pokemontcg.io/gym2/18.png","https://images.pokemontcg.io/gym2/18_hires.png"
"gym2-19","Koga","gym2","19","Rare Holo","Trainer","","","","Ken Sugimori","https://images.pokemontcg.io/gym2/19.png","https://images.pokemontcg.io/gym2/19_hires.png"
"gym2-20","Sabrina","gym2","20","Rare Holo","Trainer","","","","Ken Sugimori","https://images.pokemontcg.io/gym2/20.png","https://images.pokemontcg.io/gym2/20_hires.png"
"gym2-21","Blaine's Ninetales","gym2","21","Rare","Pokémon","Fire","60","Blaine's Vulpix","Ken Sugimori","https://images.pokemontcg.io/gym2/21.png","https://images.pokemontcg.io/gym2/21_hires.png"
"gym2-22","Brock's Dugtrio","gym2","22","Rare","Pokémon","Fighting","60","Brock's Diglett","Ken Sugimori","https://images.pokemontcg.io/gym2/22.png","https://images.pokemontcg.io/gym2/22_hires.png"
"gym2-23","Giovanni's Nidoqueen","gym2","23","Rare","Pokémon","Grass","100","Giovanni's Nidorina","Ken Sugimori","https://images.pokemontcg.io/gym2/23.png","https://images.pokemontcg.io/gym2/23_hires.png"
"gym2-24","Giovanni's Pinsir","gym2","24","Rare","Pokémon","Grass","70","","Ken Sugimori","https://images.pokemontcg.io/gym2/24.png","https://images.pokemontcg.io/gym2/24_hires.png"
"gym2-25","Koga's Arbok","gym2","25","Rare","Pokémon","Grass","90","Koga's Ekans","Ken Sugimori","https://images.pokemontcg.io/gym2/25.png","https://images.pokemontcg.io/gym2/25_hires.png"
"gym2-26","Koga's Muk","gym2","26","Rare","Pokémon","Grass","80","Koga's Grimer","Ken Sugimori","https://images.pokemontcg.io/gym2/26.png","https://images.pokemontcg.io/gym2/26_hires.png"
"gym2-27","Koga's Pidgeotto","gym2","27","Rare","Pokémon","Colorless","60","Koga's Pidgey","Ken Sugimori","https://images.pokemontcg.io/gym2/27.png","https://images.pokemontcg.io/gym2/27_hires.png"
"gym2-28","Lt. Surge's Jolteon","gym2","28","Rare","Pokémon","Lightning","70","Lt. Surge's Eevee","Ken Sugimori","https://images.pokemontcg.io/gym2/28.png","https://images.pokemontcg.io/gym2/28_hires.png"
"gym2-29","Sabrina's Gengar","gym2","29","Rare","Pokémon","Psychic","90","Sabrina's Haunter","Ken Sugimori","https://images.pokemontcg.io/gym2/29.png","https://images.pokemontcg.io/gym2/29_hires.png"
"gym2-30","Sabrina's Golduck","gym2","30","Rare","Pokémon","Water","70","Sabrina's Psyduck","Ken Sugimori","https://images.pokemontcg.io/gym2/30.png","https://images.pokemontcg.io/gym2/30_hires.png"
"gym2-31","Blaine's Charmeleon","gym2","31","Uncommon","Pokémon","Fire","70","Blaine's Charmander","Ken Sugimori","https://images.pokemontcg.io/gym2/31.png","https://images.pokemontcg.io/gym2/31_hires.png"
"gym2-32","Blaine's Dodrio","gym2","32","Uncommon","Pokémon","Colorless","70","Blaine's Doduo","Ken Sugimori","https://images.pokemontcg.io/gym2/32.png","https://images.pokemontcg.io/gym2/32_hires.png"
"gym2-33","Blaine's Rapidash","gym2","33","Uncommon","Pokémon","Fire","70","Blaine's Ponyta","Ken Sugimori","https://images.pokemontcg.io/gym2/33.png","https://images.pokemontcg.io/gym2/33_hires.png"
"gym2-34","Brock's Graveler","gym2","34","Uncommon","Pokémon","Fighting","70","Brock's Geodude","Atsuko Nishida","https://images.pokemontcg.io/gym2/34.png","https://images.pokemontcg.io/gym2/34_hires.png"
"gym2-35","Brock's Primeape","gym2","35","Uncommon","Pokémon","Fighting","70","Brock's Mankey","Ken Sugimori","https://images.pokemontcg.io/gym2/35.png","https://images.pokemontcg.io/gym2/35_hires.png"
"gym2-36","Brock's Sandslash","gym2","36","Uncommon","Pokémon","Fighting","70","Brock's Sandshrew","Atsuko Nishida","https://images.pokemontcg.io/gym2/36.png","https://images.pokemontcg.io/gym2/36_hires.png"
"gym2-37","Brock's Vulpix","gym2","37","Uncommon","Pokémon","Fire","50","","Ken Sugimori","https://images.pokemontcg.io/gym2/37.png","https://images.pokemontcg.io/gym2/37_hires.png"
"gym2-38","Erika's Bellsprout","gym2","38","Uncommon","Pokémon","Grass","40","","Ken Sugimori","https://images.pokemontcg.io/gym2/38.png","https://images.pokemontcg.io/gym2/38_hires.png"
"gym2-39","Erika's Bulbasaur","gym2","39","Uncommon","Pokémon","Grass","50","","Ken Sugimori","https://images.pokemontcg.io/gym2/39.png","https://images.pokemontcg.io/gym2/39_hires.png"
"gym2-40","Erika's Clefairy","gym2","40","Uncommon","Pokémon","Colorless","50","","Atsuko Nishida","https://images.pokemontcg.io/gym2/40.png","https://images.pokemontcg.io/gym2/40_hires.png"
"gym2-41","Erika's Ivysaur","gym2","41","Uncommon","Pokémon","Grass","60","Erika's Bulbasaur","Ken Sugimori","https://images.pokemontcg.io/gym2/41.png","https://images.pokemontcg.io/gym2/41_hires.png"
"gym2-42","Giovanni's Machoke","gym2","42","Uncommon","Pokémon","Fighting","80","Giovanni's Machop","Ken Sugimori","https://images.pokemontcg.io/gym2/42.png","https://images.pokemontcg.io/gym2/42_hires.png"
"gym2-43","Giovanni's Meowth","gym2","43","Uncommon","Pokémon","Colorless","40","","Atsuko Nishida","https://images.pokemontcg.io/gym2/43.png","https://images.pokemontcg.io/gym2/43_hires.png"
"gym2-44","Giovanni's Nidorina","gym2","44","Uncommon","Pokémon","Grass","80","Giovanni's Nidoran ♀","Ken Sugimori","https://images.pokemontcg.io/gym2/44.png","https://images.pokemontcg.io/gym2/44_hires.png"
"gym2-45","Giovanni's Nidorino","gym2","45","Uncommon","Pokémon","Grass","70","Giovanni's Nidoran ♂","Ken Sugimori","https://images.pokemontcg.io/gym2/45.png","https://images.pokemontcg.io/gym2/45_hires.png"
"gym2-46","Koga's Golbat","gym2","46","Uncommon","Pokémon","Grass","60","Koga's Zubat","Ken Sugimori","https://images.pokemontcg.io/gym2/46.png","https://images.pokemontcg.io/gym2/46_hires.png"
"gym2-47","Koga's Kakuna","gym2","47","Uncommon","Pokémon","Grass","60","Koga's Weedle","Ken Sugimori","https://images.pokemontcg.io/gym2/47.png","https://images.pokemontcg.io/gym2/47_hires.png"
"gym2-48","Koga's Koffing","gym2","48","Uncommon","Pokémon","Grass","50","","Ken Sugimori","https://images.pokemontcg.io/gym2/48.png","https://images.pokemontcg.io/gym2/48_hires.png"
"gym2-49","Koga's Pidgey","gym2","49","Uncommon","Pokémon","Colorless","40","","Atsuko Nishida","https://images.pokemontcg.io/gym2/49.png","https://images.pokemontcg.io/gym2/49_hires.png"
"gym2-50","Koga's Weezing","gym2","50","Uncommon","Pokémon","Grass","70","Koga's Koffing","Ken Sugimori","https://images.pokemontcg.io/gym2/50.png","https://images.pokemontcg.io/gym2/50_hires.png"
"gym2-51","Lt. Surge's Eevee","gym2","51","Uncommon","Pokémon","Colorless","40","","Ken Sugimori","https://images.pokemontcg.io/gym2/51.png","https://images.pokemontcg.io/gym2/51_hires.png"
"gym2-52","Lt. Surge's Electrode","gym2","52","Uncommon","Pokémon","Lightning","70","Lt. Surge's Voltorb","Ken Sugimori","https://images.pokemontcg.io/gym2/52.png","https://images.pokemontcg.io/gym2/52_hires.png"
"gym2-53","Lt. Surge's Raticate","gym2","53","Uncommon","Pokémon","Colorless","60","Lt. Surge's Rattata","Ken Sugimori","https://images.pokemontcg.io/gym2/53.png","https://images.pokemontcg.io/gym2/53_hires.png"
"gym2-54","Misty's Dewgong","gym2","54","Uncommon","Pokémon","Water","80","Misty's Seel","Ken Sugimori","https://images.pokemontcg.io/gym2/54.png","https://images.pokemontcg.io/gym2/54_hires.png"
"gym2-55","Sabrina's Haunter","gym2","55","Uncommon","Pokémon","Psychic","70","Sabrina's Gastly","Ken Sugimori","https://images.pokemontcg.io/gym2/55.png","https://images.pokemontcg.io/gym2/55_hires.png"
"gym2-56","Sabrina's Hypno","gym2","56","Uncommon","Pokémon","Psychic","70","Sabrina's Drowzee","Ken Sugimori","https://images.pokemontcg.io/gym2/56.png","https://images.pokemontcg.io/gym2/56_hires.png"
"gym2-57","Sabrina's Jynx","gym2","57","Uncommon","Pokémon","Psychic","60","","Atsuko Nishida","https://images.pokemontcg.io/gym2/57.png","https://images.pokemontcg.io/gym2/57_hires.png"
"gym2-58","Sabrina's Kadabra","gym2","58","Uncommon","Pokémon","Psychic","70","Sabrina's Abra","Ken Sugimori","https://images.pokemontcg.io/gym2/58.png","https://images.pokemontcg.io/gym2/58_hires.png"
"gym2-59","Sabrina's Mr. Mime","gym2","59","Uncommon","Pokémon","Psychic","60","","Ken Sugimori","https://images.pokemontcg.io/gym2/59.png","https://images.pokemontcg.io/gym2/59_hires.png"
"gym2-60","Blaine's Charmander","gym2","60","Common","Pokémon","Fire","50","","Ken Sugimori","https://images.pokemontcg.io/gym2/60.png","https://images.pokemontcg.io/gym2/60_hires.png"
"gym2-61","Blaine's Doduo","gym2","61","Common","Pokémon","Colorless","50","","Ken Sugimori","https://images.pokemontcg.io/gym2/61.png","https://images.pokemontcg.io/gym2/61_hires.png"
"gym2-62","Blaine's Growlithe","gym2","62","Common","Pokémon","Fire","60","","Ken Sugimori","https://images.pokemontcg.io/gym2/62.png","https://images.pokemontcg.io/gym2/62_hires.png"
"gym2-63","Blaine's Mankey","gym2","63","Common","Pokémon","Fighting","40","","Atsuko Nishida","https://images.pokemontcg.io/gym2/63.png","https://images.pokemontcg.io/gym2/63_hires.png"
"gym2-64","Blaine's Ponyta","gym2","64","Common","Pokémon","Fire","50","","Ken Sugimori","https://images.pokemontcg.io/gym2/64.png","https://images.pokemontcg.io/gym2/64_hires.png"
"gym2-65","Blaine's Rhyhorn","gym2","65","Common","Pokémon","Fighting","60","","Ken Sugimori","https://images.pokemontcg.io/gym2/65.png","https://images.pokemontcg.io/gym2/65_hires.png"
"gym2-66","Blaine's Vulpix","gym2","66","Common","Pokémon","Fire","50","","Ken Sugimori","https://images.pokemontcg.io/gym2/66.png","https://images.pokemontcg.io/gym2/66_hires.png"
"gym2-67","Brock's Diglett","gym2","67","Common","Pokémon","Fighting","40","","Ken Sugimori","https://images.pokemontcg.io/gym2/67.png","https://images.pokemontcg.io/gym2/67_hires.png"
"gym2-68","Brock's Geodude","gym2","68","Common","Pokémon","Fighting","50","","Ken Sugimori","https://images.pokemontcg.io/gym2/68.png","https://images.pokemontcg.io/gym2/68_hires.png"
